zipcode,city_id
02447,120142
02451,28012
02451,120426
02452,28012
02452,120426
02453,28012
02453,120540
02454,28012
02455,2764
02455,120426
02456,35860
02457,120107
02458,35860
02458,120392
02459,35860
02459,120389
02460,35860
02460,35860
02460,120392
02460,120392
02461,35860
02461,120390
02462,35860
02462,35879
02462,120392
02464,35860
02464,120391
02465,35860
02465,120630
02466,120104
02467,120128
02467,120165
02468,120586
02471,120596
02472,120222
02472,120596
02474,120091
02474,120197
02475,120092
02476,120091
02477,120596
02478,120116
02479,120597
02481,120600
02481,120601
02482,120600
02492,120380
02493,120647
02494,35907
02494,120380
02495,35860
02495,120393
02532,120129
02532,120145
02534,120150
02535,120090
02535,120167
02535,120247
02536,120206
02536,120279
02536,120566
02536,120589
02537,120217
02538,120221
02539,7897
02540,36062
02541,36062
02542,120145
02542,120445
02543,36062
02543,120672
02552,120351
02553,120374
02554,18494
02556,120411
02557,120436
02558,120440
02559,120462
02561,120488
02562,120489
02563,120494
02564,18494
02564,120510
02565,120411
02565,120511
02568,120423
02568,120571
02568,120585
02571,120592
02573,120585
02573,120615
02574,120619
02575,120636
02576,120639
02584,18494
02601,12829
02630,120109
02631,120135
02632,120152
02633,120160
02634,120152
02635,120175
02636,120152
02637,120176
02638,120183
02639,120184
02641,120204
02642,120224
02643,120213
02644,120240
02644,120538
02645,120208
02645,120277
02646,120278
02647,12831
02648,120342
02649,120343
02649,120386
02650,120403
02651,120408
02652,120424
02653,120442
02655,120443
02657,120466
02659,120519
02660,120523
02661,120530
02662,120535
02663,120541
02664,120111
02664,120543
02666,120576
02667,120602
02668,120109
02668,120607
02669,120613
02670,120618
02671,120622
02672,120625
02673,120543
02673,120642
02675,120677
02675,120678
02702,120099
02702,120245
02703,120101
02703,120515
02712,120159
02713,120179
02714,120181
02715,120186
02717,120207
02718,120218
02718,120565
02719,120232
02720,120233
02721,120233
02722,120233
02723,120233
02724,120233
02725,120233
02725,120513
02726,120233
02726,120513
02738,120338
02739,120345
02740,120382
02741,120382
02742,120382
02743,120084
02743,120382
02744,120382
02745,120084
02745,120382
02746,120382
02747,120181
02747,120406
02748,120181
02748,120394
02748,120521
02760,120399
02761,120399
02762,120399
02762,120459
02763,120102
02763,120399
02764,120407
02766,120432
02767,120469
02768,120470
02769,120473
02770,120478
02771,120498
02777,120564
02779,120117
02780,120565
02783,120153
02783,120565
02790,120649
02791,120650
02801,137860
02802,137861
02804,137862
02806,137863
02807,137864
02808,137866
02809,137867
02812,137870
02812,137922
02813,137872
02814,137873
02814,137889
02815,137874
02816,137875
02817,137939
02818,137878
02822,137880
02822,137882
02823,137883
02824,137884
02825,137885
02826,137888
02827,137891
02828,137892
02828,137931
02829,137893
02830,137869
02830,137894
02831,137895
02832,137896
02832,137922
02833,137897
02835,137898
02836,137901
02836,137922
02837,137904
02838,137905
02839,137906
02840,35204
02841,35204
02842,137908
02852,137911
02852,137943
02854,137911
02857,137913
02857,137927
02858,137915
02859,137916
02860,137917
02861,137917
02862,137917
02863,137871
02864,137877
02864,137934
02865,137903
02871,137920
02872,137921
02873,137924
02874,137926
02874,137932
02875,137922
02875,137928
02876,137929
02877,137930
02878,137933
02879,137890
02879,137899
02879,137907
02879,137910
02879,137918
02879,137932
02879,137935
02880,137935
02881,137902
02881,137935
02882,137865
02882,137887
02882,137910
02882,137919
02882,137935
02883,137918
02883,137932
02883,137935
02885,137936
02886,35771
02887,35771
02888,35771
02889,35771
02891,137909
02891,137937
02891,137938
02891,137942
02892,137922
02892,137940
02893,137941
02894,137944
02895,137945
02896,137914
02898,137922
02898,137946
02901,21958
02902,21958
02903,21958
02904,21958
02904,137912
02905,21958
02905,137876
02906,21958
02907,21958
02907,137876
02908,21958
02908,137912
02909,21958
02910,21958
02910,137876
02911,21958
02911,137912
02912,21958
02912,137868
02914,137879
02915,137879
02915,137923
02916,137879
02916,137925
02917,137881
02917,137931
02918,21958
02918,137886
02919,21958
02919,137900
02920,137876
02921,137876
02940,21958
03031,128211
03032,128217
03033,128237
03034,128240
03036,128252
03037,128268
03038,128270
03040,128279
03041,128280
03042,128296
03043,128303
03044,128307
03045,128276
03045,128315
03046,128276
03046,128315
03047,128321
03048,128323
03048,128376
03049,128342
03051,128345
03052,128363
03053,128366
03054,128381
03055,128384
03057,128389
03060,35906
03061,35906
03062,35906
03063,35906
03064,35906
03070,128396
03071,128400
03073,128412
03076,128425
03077,128437
03079,128446
03082,128371
03084,128476
03086,128502
03087,128504
03101,16137
03102,16137
03103,16137
03104,16137
03105,16137
03106,128343
03107,16137
03108,16137
03109,16137
03110,128222
03111,16137
03215,128488
03216,128212
03217,128214
03218,128218
03220,128224
03221,128231
03222,128206
03222,128234
03222,128235
03223,128223
03223,128238
03223,128293
03224,128241
03225,128243
03226,128245
03227,128247
03229,128260
03229,128344
03230,128266
03231,128278
03232,128282
03233,128292
03234,128254
03234,128297
03235,128305
03235,128447
03237,128310
03238,128314
03240,128319
03241,128282
03241,128335
03242,128336
03243,128337
03244,128269
03244,128338
03244,128339
03245,128341
03246,128309
03246,128355
03247,128309
03247,128355
03249,128309
03251,128361
03252,128365
03253,128379
03254,128390
03254,128391
03255,128392
03255,128402
03256,128399
03257,128401
03258,128254
03259,128413
03260,128415
03261,128420
03262,128418
03263,128432
03264,128435
03266,128271
03266,128443
03268,128447
03269,128448
03272,128402
03272,128458
03273,128459
03274,128464
03275,128207
03275,128426
03275,128471
03276,128419
03276,128477
03278,128485
03279,128486
03280,128487
03281,128489
03282,128491
03284,128462
03287,128501
03289,128505
03290,128421
03291,128494
03293,128509
03298,128347
03298,128477
03299,128347
03299,128477
03301,128259
03301,128367
03302,128259
03303,128229
03303,128259
03303,128427
03303,128490
03304,128230
03305,128259
03307,128367
03431,128352
03431,128416
03431,128442
03431,128472
03431,128473
03431,128474
03435,128352
03440,128213
03441,128215
03442,128225
03443,128253
03444,128274
03445,128286
03445,128469
03446,128287
03446,128473
03447,128302
03448,128312
03449,128330
03450,128332
03451,128340
03452,128349
03455,128374
03455,128395
03456,128375
03457,128394
03457,128395
03458,128428
03458,128452
03461,128439
03462,128461
03464,128465
03465,128478
03466,128492
03467,128499
03468,128496
03469,128498
03470,128438
03470,128503
03561,128364
03570,128227
03574,128228
03575,128233
03576,128258
03579,128298
03580,128304
03581,128317
03581,128453
03582,128324
03582,128463
03583,128350
03584,128356
03585,128357
03585,128362
03585,128368
03585,128468
03586,128468
03587,128377
03588,128275
03588,128383
03589,128393
03590,128414
03592,128257
03592,128431
03595,128480
03597,128497
03598,128242
03598,128265
03598,128500
03601,128204
03602,128208
03602,128358
03603,128250
03603,128482
03604,128273
03605,128284
03605,128360
03607,128456
03608,128484
03609,128417
03740,128221
03741,128239
03741,128422
03743,128256
03745,128262
03746,128263
03748,128294
03749,128295
03750,128299
03751,128308
03752,128318
03753,128320
03754,128325
03755,128331
03756,14804
03765,128334
03766,14804
03766,128294
03768,128369
03769,128370
03770,128380
03771,128388
03773,128264
03773,128406
03774,128411
03777,128423
03779,128429
03780,128430
03781,128433
03782,128264
03782,128470
03784,128493
03785,128226
03785,128510
03801,128404
03801,128436
03802,128436
03803,128436
03804,128436
03805,128404
03805,128441
03809,128209
03810,128210
03811,128216
03812,128220
03812,128333
03813,128244
03813,128251
03814,128246
03815,128248
03816,128249
03817,128255
03818,128205
03818,128261
03819,128267
03820,128272
03820,128372
03821,128272
03822,128272
03823,128372
03824,128277
03824,128359
03825,128219
03826,128281
03827,128283
03827,128353
03827,128457
03830,128288
03830,128483
03832,128290
03833,128232
03833,128300
03833,128353
03835,128301
03836,128306
03837,128311
03838,128313
03839,128316
03839,128440
03840,128322
03841,128327
03842,128328
03843,128328
03844,128329
03845,128346
03846,128348
03847,128351
03848,128354
03849,128289
03849,128373
03850,128378
03851,128385
03852,128386
03853,128387
03854,128397
03855,128398
03856,128403
03857,128405
03858,128407
03859,128408
03860,128326
03860,128409
03862,128410
03864,128424
03864,128479
03864,128483
03865,128434
03866,128440
03867,128440
03868,128285
03868,128440
03869,128441
03870,128444
03871,128445
03872,128236
03872,128424
03872,128449
03872,128483
03873,128450
03874,128451
03875,128454
03878,128455
03882,128291
03882,128291
03883,128460
03884,128219
03884,128248
03884,128466
03885,128467
03886,128475
03887,128382
03887,128481
03890,128495
03894,128506
03896,128507
03897,128508
03901,121301
03902,121346
03903,121443
03904,121537
03905,121538
03906,121634
03907,121655
03908,121759
03909,121879
03910,121880
03911,121881
04001,121266
04002,121271
04002,121572
04003,121286
04004,121288
04005,121303
04005,121401
04006,121303
04006,121304
04007,121303
04008,121314
04009,121320
04010,121326
04011,121307
04011,121329
04011,121394
04013,121336
04013,121763
04014,121347
04015,121355
04016,121359
04017,121365
04019,121372
04020,121384
04021,121391
04021,121392
04021,121648
04021,121865
04022,121404
04024,121419
04027,121424
04027,121544
04027,121848
04028,121430
04029,121432
04029,121641
04029,121737
04030,121435
04032,121463
04033,121463
04034,121463
04034,121540
04037,121468
04037,121636
04038,121476
04039,121480
04040,121499
04041,121506
04042,121509
04043,121530
04046,121279
04046,121531
04047,121533
04047,121674
04048,121551
04049,121553
04050,121567
04051,121569
04053,121329
04053,121593
04054,121608
04055,121614
04056,121627
04057,121635
04061,121646
04062,121865
04063,121654
04063,121657
04064,121657
04064,121732
04066,121664
04068,121696
04069,121697
04070,121732
04070,121854
04071,121467
04071,121705
04072,121337
04072,121720
04073,121729
04074,121687
04074,121732
04075,121738
04076,121642
04076,121744
04077,121761
04078,121763
04079,121497
04079,121664
04079,121766
04081,121769
04082,121770
04082,121865
04083,121774
04084,121778
04085,121780
04086,121678
04086,121803
04087,121829
04088,121830
04090,121836
04091,121838
04092,121856
04093,121337
04093,121337
04094,121847
04095,121581
04095,121850
04096,121878
04097,121648
04098,121856
04101,21697
04102,21697
04103,21697
04104,21697
04105,21697
04105,121452
04105,121453
04106,21697
04106,35219
04107,21697
04107,121344
04107,121345
04107,121692
04108,21697
04108,121677
04109,21697
04109,121372
04109,121396
04109,121410
04109,121481
04109,121563
04109,121677
04110,21697
04110,121393
04112,21697
04116,21697
04116,35219
04122,21697
04123,21697
04124,21697
04210,121283
04211,121283
04212,121283
04216,121274
04217,121268
04217,121302
04217,121473
04217,121585
04219,121330
04219,121599
04220,121331
04221,121343
04222,121416
04223,121400
04224,121411
04225,121415
04226,121418
04227,121422
04228,121425
04230,121431
04231,121433
04231,121786
04234,121436
04236,121484
04237,121494
04238,121502
04239,121525
04240,121548
04241,121548
04243,121548
04250,121558
04252,121558
04252,121559
04253,121565
04254,121566
04255,121488
04255,121851
04256,121589
04257,121594
04258,121600
04259,121603
04260,121617
04261,121629
04261,121812
04262,121638
04263,121546
04265,121639
04266,121644
04267,121647
04268,121651
04270,121665
04270,121669
04271,121672
04274,121690
04274,121691
04275,121338
04275,121715
04276,121716
04276,121718
04278,121717
04280,121719
04280,121823
04281,121767
04282,121807
04283,121807
04283,121808
04284,121832
04285,121834
04286,121840
04287,121313
04287,121842
04288,121849
04289,121851
04289,121875
04290,121684
04291,121852
04292,121791
04294,121415
04294,121864
04330,1203
04330,121366
04330,121750
04330,121801
04332,1203
04333,1203
04336,1203
04338,1203
04341,121379
04342,121414
04343,121437
04344,121454
04344,121469
04345,121469
04345,121846
04346,121469
04346,121703
04347,121490
04348,121526
04348,121757
04349,121532
04349,121532
04350,121560
04351,121578
04352,121613
04353,121860
04354,121670
04355,121706
04357,121707
04358,121369
04358,121762
04358,121833
04359,121764
04360,121818
04363,121866
04364,121872
04401,1458
04401,121475
04401,121503
04401,121816
04402,1458
04406,121265
04406,121265
04408,121284
04408,121482
04410,121315
04411,121316
04412,121318
04413,121325
04414,121327
04415,121328
04416,121333
04416,121817
04417,121334
04418,121350
04418,121386
04418,121483
04418,121485
04419,121352
04420,121356
04421,121356
04422,121363
04423,121386
04424,121399
04426,121282
04426,121413
04426,121740
04427,121383
04427,121383
04428,121373
04428,121440
04429,121423
04429,121508
04430,121427
04431,121429
04434,121448
04435,121450
04438,121460
04441,121486
04442,121487
04443,121489
04443,121673
04443,121741
04444,121492
04444,121625
04448,121442
04448,121512
04448,121742
04449,121513
04450,121529
04451,121535
04451,121536
04453,121541
04454,121542
04455,121545
04456,121547
04457,121554
04457,121555
04457,121587
04459,121588
04460,121592
04461,121596
04462,121597
04463,121407
04463,121598
04464,121605
04467,121656
04468,121273
04468,121277
04468,121515
04468,121658
04469,121662
04471,121354
04471,121632
04471,121660
04472,121661
04473,121662
04474,121663
04475,121675
04476,121681
04478,121711
04479,121730
04481,121327
04481,121740
04485,121486
04485,121749
04487,121353
04487,121698
04487,121773
04488,121781
04489,121783
04490,121802
04491,121814
04492,121399
04492,121796
04492,121820
04493,121446
04493,121570
04493,121843
04495,121867
04496,121870
04497,121501
04497,121877
04530,121278
04530,121290
04530,121839
04535,121272
04536,121291
04536,121312
04537,121311
04538,121312
04538,121348
04539,121321
04541,121361
04543,121398
04544,121421
04547,121466
04548,121472
04548,121575
04549,121311
04549,121520
04551,121317
04551,121591
04552,121624
04553,121626
04554,121618
04555,121630
04556,121441
04558,121618
04558,121679
04562,121686
04563,121395
04564,121714
04565,121739
04567,121686
04567,121753
04568,121760
04570,121312
04570,121776
04571,121805
04572,121822
04573,121825
04574,121828
04575,121841
04576,121624
04576,121771
04578,121859
04578,121873
04579,121876
04605,121444
04605,121543
04605,121543
04605,121582
04605,121582
04605,121804
04606,121267
04607,121477
04607,121765
04609,1481
04611,121292
04612,121300
04612,121855
04613,121306
04614,121309
04615,121310
04616,121322
04617,121324
04619,121339
04622,121293
04622,121367
04622,121402
04623,121360
04623,121375
04623,121376
04624,121381
04625,121387
04625,121388
04626,121397
04627,121403
04628,121406
04629,121420
04629,121793
04630,121426
04631,121439
04634,121461
04635,121464
04637,121479
04637,121699
04640,121493
04642,121495
04643,121498
04644,121514
04645,121519
04645,121787
04646,121522
04648,121527
04649,121528
04650,121561
04650,121562
04652,121571
04653,121289
04654,121573
04654,121713
04654,121862
04655,121332
04655,121574
04656,121579
04656,121772
04657,121378
04657,121590
04658,121595
04660,121612
04660,121666
04662,121649
04664,121643
04664,121790
04665,121666
04666,121364
04666,121680
04667,121683
04668,121516
04668,121699
04669,121701
04671,121709
04672,121727
04673,121731
04674,121733
04675,121734
04676,121743
04677,121758
04679,121772
04680,121782
04681,121787
04683,121792
04684,121793
04685,121601
04685,121794
04686,121573
04686,121837
04690,121855
04691,121861
04693,121869
04694,121270
04694,121287
04694,121874
04730,121491
04730,121507
04730,121511
04730,121564
04732,121280
04732,121470
04732,121584
04732,121615
04733,121298
04734,121308
04735,121319
04736,121351
04736,121377
04736,121874
04737,121280
04737,121371
04738,121389
04739,121417
04739,121702
04739,121871
04740,121438
04741,121447
04742,121457
04743,121458
04743,121616
04743,121726
04744,121459
04745,121465
04745,121811
04746,121478
04746,121550
04747,121390
04747,121518
04750,121358
04750,121552
04750,121568
04751,121552
04756,121576
04757,121357
04757,121362
04757,121580
04758,121583
04759,121280
04759,121584
04760,121606
04761,121511
04761,121619
04762,121622
04763,121652
04764,121668
04765,121676
04766,121682
04768,121694
04768,121695
04769,21852
04770,121702
04772,121721
04773,121723
04774,121724
04775,121746
04776,121747
04777,121748
04777,121777
04779,121751
04780,121755
04781,121824
04781,121824
04782,121777
04783,121784
04783,121858
04785,121813
04786,121827
04787,121857
04788,121871
04841,22976
04843,121341
04846,121474
04847,121341
04847,121510
04848,121521
04849,121556
04849,121650
04850,121557
04851,121586
04852,121602
04853,121637
04854,121667
04855,121693
04856,121710
04857,121725
04857,121798
04857,121863
04858,121768
04859,121775
04859,121798
04860,121725
04860,121798
04861,121799
04862,121276
04862,121809
04863,121819
04864,121826
04865,121853
04901,121299
04901,121831
04901,121868
04903,121831
04910,121269
04911,121275
04911,121779
04912,121281
04915,121294
04915,121795
04915,121821
04917,121295
04918,121296
04920,121305
04920,121611
04921,121323
04921,121524
04922,121335
04923,121340
04924,121342
04925,121349
04926,121370
04927,121374
04928,121382
04929,121408
04930,121409
04930,121708
04932,121412
04933,121428
04935,121434
04936,121449
04937,121451
04938,121368
04938,121455
04938,121517
04939,121471
04940,121456
04941,121462
04941,121607
04942,121496
04942,121835
04943,121500
04944,121505
04945,121405
04945,121523
04945,121609
04947,121534
04949,121549
04950,121577
04951,121604
04952,121297
04952,121610
04953,121628
04954,121620
04954,121640
04955,121621
04956,121623
04957,121631
04958,121445
04958,121633
04961,121504
04961,121620
04961,121640
04962,121645
04963,121653
04963,121712
04964,121659
04965,121671
04966,121285
04966,121685
04967,121688
04969,121689
04970,121380
04970,121704
04971,121722
04972,121728
04973,121735
04974,121736
04975,121745
04976,121385
04976,121752
04978,121754
04979,121756
04981,121700
04981,121785
04982,121788
04983,121789
04984,121797
04985,121845
04986,121539
04986,121800
04987,121806
04988,121810
04989,121815
04992,121844
05001,143545
05009,143545
05030,143039
05031,143043
05032,143060
05032,143130
05033,143069
05033,143420
05034,143074
05035,143075
05035,143507
05036,143080
05036,143081
05037,143085
05037,143535
05038,143100
05039,143109
05039,143110
05039,143512
05040,143140
05041,143132
05041,143166
05041,143336
05042,143169
05042,143305
05042,143392
05043,143173
05043,143477
05045,143178
05045,143189
05045,143262
05046,143214
05047,143223
05048,143224
05049,143225
05050,143282
05051,143313
05051,143428
05052,143329
05053,143334
05053,143368
05054,143343
05055,143351
05056,143366
05056,143367
05058,143369
05059,143377
05060,143070
05060,143131
05060,143378
05060,143508
05061,143379
05062,143219
05062,143381
05065,143405
05067,143432
05068,143127
05068,143390
05068,143434
05068,143437
05068,143442
05069,143314
05069,143438
05070,143441
05071,143449
05072,143457
05073,143465
05074,143466
05075,143467
05076,143140
05076,143469
05077,143345
05077,143472
05079,143290
05079,143443
05079,143480
05081,143065
05081,143499
05083,143517
05084,143521
05085,143526
05086,143161
05086,143482
05086,143532
05088,143548
05089,143535
05089,143554
05091,143536
05091,143560
05101,143052
05101,143388
05141,143093
05142,143096
05143,36003
05143,143037
05143,143040
05143,143048
05143,143287
05144,36003
05144,143101
05144,143198
05146,143205
05148,143079
05148,143263
05148,143268
05148,143346
05149,143272
05149,143413
05149,143473
05150,143342
05151,143211
05151,143360
05151,143495
05152,143361
05153,143374
05153,143435
05154,143401
05155,143380
05155,143426
05155,143459
05156,143450
05156,143496
05158,143539
05159,143540
05161,143542
05201,143056
05201,143352
05201,143559
05250,143038
05250,143400
05250,143462
05250,143501
05251,143120
05251,143422
05252,143126
05253,143142
05253,143326
05254,35913
05255,143279
05257,143318
05260,143335
05261,143371
05261,143372
05262,143338
05262,143404
05262,143439
05301,143072
05301,143122
05301,143157
05301,143210
05301,143216
05301,143217
05301,143506
05302,143072
05303,143072
05304,143072
05340,143067
05340,143555
05341,143121
05341,143143
05342,143245
05343,143154
05343,143246
05344,143280
05345,143082
